index,close,open,high,low,volume
1601510400,10607.0,10778.5,10980.0,10450.0,1693116204
1601596800,10563.5,10607.0,10655.0,10376.0,1165536603
1601683200,10544.0,10563.5,10610.5,10493.0,472896875
1601769600,10672.5,10544.0,10698.5,10522.0,496221891
1601856000,10788.5,10672.5,10798.5,10621.5,660645024
1601942400,10591.0,10788.5,10795.5,10505.0,967073304
1602028800,10668.5,10591.0,10675.0,10552.0,585066308
1602115200,10926.5,10668.5,10954.0,10525.5,1071262005
1602201600,11056.5,10926.5,11102.5,10833.0,759471629
1602288000,11297.0,11056.5,11490.0,11055.5,1032606981
1602374400,11371.0,11297.0,11449.0,11279.0,765624818
1602460800,11544.0,11371.0,11730.0,11190.0,1400865680
1602547200,11424.0,11544.0,11560.0,11313.0,1081121228
1602633600,11416.5,11424.0,11555.0,11289.0,963252867
1602720000,11510.0,11416.5,11645.0,11271.5,1057990261
1602806400,11320.0,11510.0,11549.0,11212.0,1084343083
1602892800,11364.0,11320.0,11413.5,11221.5,525201699
1602979200,11507.0,11364.0,11509.0,11347.0,515252202
1603065600,11752.0,11507.0,11835.0,11417.0,1207957271
1603152000,11914.5,11752.0,12059.0,11675.5,1654398028
1603238400,12814.0,11914.5,13239.0,11895.0,3417940359
1603324800,12990.5,12814.0,13219.0,12665.5,1976997877
1603411200,12941.0,12990.5,13042.5,12727.5,1149209117
1603497600,13129.5,12941.0,13186.0,12888.0,903314606
1603584000,13038.0,13129.5,13377.0,12855.0,1196467410
1603670400,13069.0,13038.0,13270.0,12776.0,1610805969
1603756800,13642.5,13069.0,13801.5,13060.0,2128904272
1603843200,13268.0,13642.5,13854.5,12905.5,2590188154
1603929600,13461.5,13268.0,13638.0,12983.0,1960110483
1604016000,13557.5,13461.5,13675.0,13119.5,1884089370
1604102400,13802.5,13557.5,14135.0,13421.0,1772871976
1656633600,19256.0,19924.0,20885.5,18932.0,591767100
1656720000,19215.5,19256.0,19432.5,18930.5,232154700
1656806400,19281.5,19215.5,19640.0,18751.5,367221600
1656892800,20201.0,19281.5,20310.5,19017.0,491375400
1656979200,20146.0,20201.0,20734.0,19265.5,731142900
1657065600,20541.5,20146.0,20650.0,19735.5,491020700
1657152000,21604.0,20541.5,21831.0,20218.5,457371700
1657238400,21574.5,21604.0,22488.5,21162.5,565984000
1657324800,21577.0,21574.5,21942.0,21300.0,319562500
